,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Tweet After Cleansing
6490,1,0,1,0,0,1,0,0,0,1,0,0, hahaha tereak cina lu gak ngaca ye junjungan lu itu keturunan etnis ape 
6491,0,0,0,0,0,0,0,0,0,0,0,0, kurang tepat kroasia itu negara katolik yang kristen ohodox itu serbia sementara slovenia protestan amp bosnia islam yugoslavia memang potensial untuk pecah dari dulu
6492,0,0,0,0,0,0,0,0,0,0,0,0, waduh nggak takut kena eek burung tuh
6493,1,1,1,0,0,0,0,0,1,1,0,0, aku tak tahu bahasa indon but sialan kok masih berkata kata lu bajingan 
6494,0,1,0,0,0,0,0,0,0,0,0,0, lagi ndek sorbejeh aku cak macete edan edanan persebaya karo arema dino minggu timnas koyoke lak ngijolno tiket yo isih h
6495,0,0,0,0,0,0,0,0,0,0,0,0,ini baru adil prabowo capres ku jokowi presiden ku prof wapres ku hmmmmm
6496,0,0,0,0,0,0,0,0,0,0,0,0,eropa punya slavia brothers power punya malay brothers power fundamentalis kristen oodoks garis keras fundamentalis islam garis keras
6497,0,0,0,0,0,0,0,0,0,0,0,0, ada om pernah denger ga salah nikah ya apa dapat wn asing mia audina jd wn belanda kl ga salah
6498,1,1,1,0,0,0,0,0,1,1,0,0,keparat anjing loe teroris
6499,0,1,0,0,0,0,0,0,0,0,0,0, giladong cimohay najis juga
6500,1,1,1,0,0,0,0,0,1,1,0,0, lagian ni kunyuk knp ributin kawinan anak jokowi yg udah brp bulan yl ini mah
6501,0,0,0,0,0,0,0,0,0,0,0,0, ikut nambahin asing aseng antek pki yahudi kapitalis ngerangkap komunis
6502,0,1,0,0,0,0,0,0,0,0,0,0, ltdownload bokep video mahasiswi pecah perawan oleh dosen gila ngentot
6503,0,0,0,0,0,0,0,0,0,0,0,0, jangan takut pada america dan yahudi
6504,0,1,0,0,0,0,0,0,0,0,0,0,menjadi brengsek adala bentuk pengecualian dari rasa yg terus teindih slmt buat yang mu yg hari ini sempro semoga kaos boneknya bermanfaat 
6505,1,1,1,0,0,0,0,0,1,1,0,0, bloon amat waawan yg wawancarain dia ya jelas ga setuju laaah 
6506,1,1,1,0,0,0,0,0,1,1,0,0,matanajwadebatjakaa anies anda sadis topengmu terbuka lebar malam ini biar warga dki yg menilaiapa yg anda katakan adalah pengecut
6507,0,0,0,0,0,0,0,0,0,0,0,0, dengan demikian siapa yg antek asing sebenranya saya respect kinerja presiden jokowi besea jajarannyalanjutkan pak jokowi anjing menggonggong kafilah berlalu
6508,1,0,0,1,1,0,0,0,0,0,1,0,keren kapan umat budha kita usir dari indonesia
6509,0,0,0,0,0,0,0,0,0,0,0,0,beauty is in the eye of the beholder buat standar kecantikan internesyenel itu cacat buatku lesung pipi menambah nikmat ugh
6510,0,1,0,0,0,0,0,0,0,0,0,0, hrs ada di tempat jauh saja para cebong sudah begitu kalutnya apalagi kalo ada deket di sini
6511,0,1,0,0,0,0,0,0,0,0,0,0,dinda peanyaannya apa kalo sosial mah gua bloon
6512,0,0,0,0,0,0,0,0,0,0,0,0,ada hal yg diwariskan ke anak cucu kita ilmu pengetahuan kelestarian alam banyak belajar dan cintai alam
6514,0,1,0,0,0,0,0,0,0,0,0,0, hadeh hadeh gembel dilarang masuk
6515,0,0,0,0,0,0,0,0,0,0,0,0,lt membuat kepalanya pening belum lagi beberapa istilah dalam psikologi yang membuatnya harus membuka mesin pencarian terlebih dahulu untuk mengei ai dibalik katakata yang baginya asing itu hal yang membuatnya senang mengerjakan tugas
6516,0,0,0,0,0,0,0,0,0,0,0,0, lho kenapa klo saya kristen saya pasti bakal nyimpen mpnya di hp
6517,0,0,0,0,0,0,0,0,0,0,0,0, lidah buaya
6518,0,0,0,0,0,0,0,0,0,0,0,0,tolak hoax dan sukseskan pilkada damai di kota kediri
6519,1,0,1,0,0,0,0,0,1,1,0,0,beda tingkat intelektualitasnya meskipun beemu dengan orang yang sama gantipresiden
6520,0,0,0,0,0,0,0,0,0,0,0,0,persebaran ekonomi dan kemakmuran harus kita jamin diterapkan dengan adil dan merata madura dapat dijadikan sebagai pusat ekonomi syariah di jawa timur kabeh sedulur kabeh makmur gusipulmbakputi kabehsedulurkabehmakmur jatimsedulur satriamadu
6521,0,0,0,0,0,0,0,0,0,0,0,0,siapa curi sampin lelaki sekolah agama ni
6522,0,0,0,0,0,0,0,0,0,0,0,0,kasiter besea muspida tinjau sasaran fisik tmmd ke kodim yawa tmmd berupa pembangunan unit rumah tipe pembuatan unit paud di kamp cina tua dibangun unit rmh kampung ketuapi unit rmh kampung serui laut dan pasir puti
6523,0,0,0,0,0,0,0,0,0,0,0,0, kristen nusantara juga ada ada gerejanya malah gkj gereja kristen jawa
6524,0,1,0,0,0,0,0,0,0,0,0,0, aku akun baru masa sisa checkout minggu ini udah habis anjir gimana dong mau belanja nih
6525,1,1,0,1,0,0,0,0,1,0,1,0, goblok nih para alumni sampah
6526,0,0,0,0,0,0,0,0,0,0,0,0,aku ronaldo pardede siswa smp katolik santo petrus kelas a b c 
6527,0,1,0,0,0,0,0,0,0,0,0,0, ngambang kaya tai jir
6528,0,1,0,0,0,0,0,0,0,0,0,0,memek udah basah nih mas 
6529,1,0,0,1,1,0,0,0,0,0,1,0,budha membunuhi islam di myanmar
6530,1,0,0,1,1,0,0,0,0,0,1,0,lebih rumah amp masjid rohingya dibakar teroris budha di baggona 
6531,0,0,0,0,0,0,0,0,0,0,0,0,imejin gue sm jebi udh modar ketabrak meteor
6532,0,0,0,0,0,0,0,0,0,0,0,0,aktivis pencegahan hivaids menduga psk elmo pindah jayawijaya 
6533,1,1,1,0,0,0,0,0,1,1,0,0, bodo sial anakk anjinggg maju lu sini syaitonn sweater mansoura
6534,0,0,0,0,0,0,0,0,0,0,0,0, duuhhh istilah kata pepatah tiada kenal mk tiada syangpucuk dicinta ulam tibajk brjodoh sbgm
6535,0,1,0,0,0,0,0,0,0,0,0,0, tanya juragan silit 
6536,0,0,0,0,0,0,0,0,0,0,0,0,bhabinkamtibmas polsek campaka sambang warga sosialisasi anti hoax menjelang pilkada
6537,0,0,0,0,0,0,0,0,0,0,0,0,su pin siswi sd katolik karya yosef kelas b istrinya ronaldo pardede yang sah
6538,0,0,0,0,0,0,0,0,0,0,0,0, para alumni gak demo tuh bawang aseng di impo 
6539,0,0,0,0,0,0,0,0,0,0,0,0,mau nanya ke mimin sebelum bahas soal ekonomi hutang negara defisit bocor dll dsb dulu pas pelajaran ekonomi udah belajar bedanya uang keas uang koin uang kaal dan uang giral kan udah kan
6540,0,0,0,0,0,0,0,0,0,0,0,0,gus ipulmbak puti berkomitmen meningkatkan perhatian pada kaum ibu dan anak gusipulputi
6541,1,1,0,1,0,0,0,0,1,0,1,0, ketika tidak berhasil menyodorkan prestasi tokohnya tdk ada prestasi paainya maka yg muncul adalah aksi menjelekjelekkan lawan ksihan si manis tp bego diperalat syahwat kekuasaan
6542,1,1,0,1,0,0,0,0,1,0,1,0, hijrahlah sblm terlambat yakin semua akan menjadi cebong
6543,0,0,0,0,0,0,0,0,0,0,0,0, masih kaku untuk berlagak gilakan membuat corak lagi cuba mengorak lagi terus bergerak ramai yang
6544,0,0,0,0,0,0,0,0,0,0,0,0, yawdah sana gih kekebun binatang kekandang buaya 
6545,0,0,0,0,0,0,0,0,0,0,0,0, semakin aneh di rezim ini rakyat udah pintar mas broo terimakasih sosmed
6546,0,0,0,0,0,0,0,0,0,0,0,0, saya berniaga katering makanan bila dpt tempahan utk kursus saya akan tanya ada tak hadir yg beragama hindu atau vegeterian mmg bbrp kali ada amp saya sediakan menu lain walaupun hanya utk org jangnlan tunggu org hormat kita kita buat
6547,1,0,0,1,0,0,0,0,1,0,0,1, harusnya dpr di bubarkan sajag ada fungsinyamenghabiskan aggaran sajaladang korupsiuang mahar lah
6548,1,0,1,0,0,0,0,0,1,1,0,0, kalau mundur kemungkinan besar tak maulah karena merasa benar kalau dipecat menguntungkan bagi pak gatot betul gak lus 
6549,0,0,0,0,0,0,0,0,0,0,0,0,diminta teduhkan tensi pilkada ulama malah menyatakan dukung jokowi untuk mencalonkan diri lagi sebagai presiden rakyatmaujokowi
6550,0,0,0,0,0,0,0,0,0,0,0,0, lha mau pakai syariat islam atau tidak akhirnya kembali bergantung kpd manusia sebagai pelakunya di negara ateis knapa korupsi malah minim plus bisa hidup damai sejahtera 
6551,0,1,0,0,0,0,0,0,0,0,0,0, iyah ngewe ajh yuuk
6552,1,1,1,0,0,0,1,0,0,1,0,0, loe bong ga denger jeritan petaniga denger jeritan petani garam apa jgn loe bolot akutpemerataan apa yg loe maksud bong gw mohon dgn sangatsegeralah bersihin kerak otak lumpur loe yg sdh mengera
6553,0,0,0,0,0,0,0,0,0,0,0,0, ais di pilkada jatim ais ibu kota asal jawatimur pada kumpul musim pilkada siap ais dangdut ikut mendulang suara siap aja ya f off airmu tambah lagi fildan
6554,1,1,0,1,1,0,0,0,0,0,1,0, kitab kalian merasa di hina laporkan dia ke polisi kok jadi ke munafik hubungannya waspadai cebong kafir yg ngakungaku islam
6555,0,0,0,0,0,0,0,0,0,0,0,0,beuhandijalanan buku sulung dari pengembara tegar khairuljamain pengembaraan aktivis falsafah alam politik ekonomi budaya cinta beuhandijalanan akan menemui kalian di booth dewan tun razak pbakl apr mei 
6556,1,1,0,1,0,0,0,0,1,0,1,0, tak terbantahkan dialah yg goblog
6557,1,0,1,0,0,0,0,0,1,0,0,1,jk negeri ingin selamat cm syarat lengserkan jokowi jaga nkri selamatkan negeri ini 
6558,1,1,1,0,0,0,1,0,0,1,0,0, mentang berkuasa semua mau diambil bahkan juga kewenangan judisial 
6559,0,0,0,0,0,0,0,0,0,0,0,0,lesbi celaka 
6560,1,1,1,0,0,0,0,0,1,1,0,0, lo kalo mau jadi jablay pro belajar dulu nop jangan langsung pap tete pap tete dong
6561,1,0,1,0,1,0,0,0,0,1,0,0, saya mau tanya yg di lakukan ahok sukamwati joshua ge pamungkas yg saat itu ramai mengandun unsur penistaan agama menurut dan itu penistaan agama bukan
6562,1,0,1,0,0,0,0,0,1,1,0,0,kasihan warga dki cuma di php belum dilantik anies kini batalkan janji kampanyenya yaitu soal 
6563,1,0,0,1,1,0,0,0,0,0,0,1,usir budha indonesia jika mereka diam melihat pembantaian ini 
6564,0,0,0,0,0,0,0,0,0,0,0,0,bagaimana keluarga presiden indonesia jawaban semua keluarganya punya prioritas dan kisahnya masingmasing 
6565,1,1,1,0,0,0,0,0,1,1,0,0, kali nyapres kali gagal apa ga tolol tuh namanya
6566,0,0,0,0,0,0,0,0,0,0,0,0,sebutan kampret itu terlalu kejam karena ai simbolisnya amat dalam untuk hal benderang ia tidur siang dengan kepala terbalik di bawah dan malah melek cari mangsa di gelap malam
6567,0,0,0,0,0,0,0,0,0,0,0,0, ya mungkin mbak mbak dan mas mas ini perlu kembali kebelakang mengulas sejarah pancasila kenapa di negara ini dulu sudah terbentuk pancasila tapi pki masih ada berai pki berketuhanan dong
6568,1,0,0,1,0,0,0,0,1,0,1,0, mari kita tonton pkb paai kebelet banget lawan ppp paai pepet presiden siapa nyang jadi pemenangnya 
6569,0,0,0,0,0,0,0,0,0,0,0,0,mashaallah indahnya melihat kedua tokoh tersebut allahu akbar
6570,0,0,0,0,0,0,0,0,0,0,0,0,situs sangiran jawa tengah luas km persegi ditetapkan oleh unesco sebagai daftar warisan budaya dunia tahun 
6571,1,1,0,1,0,0,0,1,0,0,1,0, kabur pemain lu aja yang dongo tribun kosong dipanjat hahahaha ah payah dah kontolan haha
6572,0,0,0,0,0,0,0,0,0,0,0,0, ayah aku oku tangan kiri cacat alhamdulilah semua kerja dia boleh handle aku bersyukur dapat ayah yg istimewa
6573,0,0,0,0,0,0,0,0,0,0,0,0, masih tergolong asing baginya saja ia sudah meminta tolong kepada sesepuh di pasar untuk menggambarkan sebuah peta sederhana sebagai panduan baginya untuk menelusuri lingkungan sekitar tanpa perlu takut untuk tersesat mengingat
6574,0,0,0,0,0,0,0,0,0,0,0,0, kang aher berhasil kps dg bijb untk meningkatkan ekonomi rakyat jabar untk pembangunan generasi milenia nya ini yg nyata
6575,0,1,0,0,0,0,0,0,0,0,0,0, abg generasi micin udah hapal kalo gesekan kontol dimeki itu nikmat 
6576,0,0,0,0,0,0,0,0,0,0,0,0, sitip nih sitip
6577,1,1,1,0,0,0,0,0,1,0,0,1,knp gak minta sekalian lengserkan jokowi biar sekalian kelihatan gobloknya 
6578,1,1,0,1,0,0,0,0,1,0,1,0, mahasiswa koplakcuma modus rakyat indonesia jutabukan orangsontoloyo 
6579,0,1,0,0,0,0,0,0,0,0,0,0, titit titit berhamburan keluar 
6580,0,0,0,0,0,0,0,0,0,0,0,0, hyunjin mau kejaran kayak film holiwud sambil lempar bom
6581,0,0,0,0,0,0,0,0,0,0,0,0, lah kalo lesbi mana nganggep dirinya salah apasalahnya cinta kan nih aku normal tapi gapernah nanggep yang lesbigaybisex sbg kesalahan pgn hidup berdampingan sm org yang dipandang sebelah m
6582,1,0,1,0,0,0,0,0,1,1,0,0, gimana dengan junjungan lu jam bilang gebuk jam jangan ada sweping pki
6583,0,0,0,0,0,0,0,0,0,0,0,0, pak walau anda muslim sbgai menagama anda wajib jujur jelaskan isi alquran yg sebenarnya
6584,0,0,0,0,0,0,0,0,0,0,0,0,kang sudrajat dan pak syaikhu didukung oleh para ulama jawa barat insyaallah jadi gubernur jabar sudrajatsyaikhu nojabarasyik pilihanprabowountukjabar
6585,0,0,0,0,0,0,0,0,0,0,0,0, eh kau pki miband hahahahaha dah tinggl dah zaman jam besi mira
6586,0,1,0,0,0,0,0,0,0,0,0,0, edan jauh dari pbg ke pwt hanya untuk ngeles
6587,0,1,0,0,0,0,0,0,0,0,0,0,ya kasian ni para cewe yg ga pernah nonton bokep jd ngeliat atlit buka baju aja langsung pada sange
6588,0,1,0,0,0,0,0,0,0,0,0,0, ngentot apa enaknya crot di luar
6589,0,0,0,0,0,0,0,0,0,0,0,0, anggota dpr nya aja yg dipotong
6590,1,0,1,0,0,0,0,0,1,0,0,1,yup negara ini sangat tak pantas dipimpin seorang yg tak faham mengelola negara dgn benar lengserkan jokowi
6591,1,1,1,0,0,0,0,0,1,1,0,0,chadli cacat mala dembele yg diganti tp sama cacat sih 
6592,0,0,0,0,0,0,0,0,0,0,0,0,kpk periksa gubernur dan cawagub sumut ijeck shah
6593,0,1,0,0,0,0,0,0,0,0,0,0, ruhut jangan prabowo pernah stroke zon jangan ruhut gila ilcprabowomenyerang
6594,1,1,0,1,0,0,0,1,0,0,1,0,wooyyy njing ibumu pelacur ya pantesan kelakuan lu bejad dasar anak haram ckakakakak d
6595,1,1,0,1,0,0,0,0,1,0,1,0,ada bahan baru buat dibahas buat tahun kedepanbukan showtime doang bukan acara yg ada makhluk kampret dan yg dihebohin fans duabelas sinting
6596,0,0,0,0,0,0,0,0,0,0,0,0,buku lawasgt peranan agama dan moral dalam pembangunan masjarakat dan ekonomi indonesia sjafruddin prawinegara th halhrg minat
6597,1,1,1,0,0,0,0,1,0,1,0,0,njinggg bencong banyak gayya pke block wa
6598,0,0,0,0,0,0,0,0,0,0,0,0, itu adalah ceramah untuk kalangan internal dan sy yakin setiap pemuka agama akan mengkhutbahkan yg sama sama kyk istilah kafir untuk non muslim dlm agama islam dan domba tersesat dlm agama kristen klo dogma agama bs
6599,0,1,0,0,0,0,0,0,0,0,0,0,kata cewek semua lelaki itu brengsek nah guys kalo lo brengsek berbanggalah brai lo laki
6600,0,0,0,0,0,0,0,0,0,0,0,0,provinsi gorontalo dengan visi dan misi gubernur menjadikan sektor perikanan dan kelautan sebagai salah satu program prioritas dalam peningkatan ekonomi kerakyatan dimana pembangunan sektor perikanan dan kelautan diharapkan
6601,0,0,0,0,0,0,0,0,0,0,0,0, tiap pulang mama selalu nanya mana pacarnya suruh main kesini ma anakmu ini masih tergilagila ama orang kuriahh
6602,0,1,0,0,0,0,0,0,0,0,0,0, adain makanya saya kan mau nyanyi district sama jablay juga
6603,0,0,0,0,0,0,0,0,0,0,0,0,ya ampun adem banget nih ukhti fungsionaris 
6604,0,0,0,0,0,0,0,0,0,0,0,0,headline transaksi tunai dibatasi maksimal rp juta ekonomi terganggu 
6605,0,0,0,0,0,0,0,0,0,0,0,0, freepo tdk bisa diganggu gugat tanya rezim orba mereka yng bikin perjanjian abadi
6606,1,1,1,0,1,0,0,0,0,1,0,0,x yg dimaksud rg bukan al quran y yakin emang al quran bukan kitab suci x yakinlah dia ga maksud gitu y ahok juga ga bermaksud menista agama lho x woy ga bisa lah bohong dia dasar kapir
6607,0,0,0,0,0,0,0,0,0,0,0,0,gubernur indonesia
6608,1,0,1,0,0,0,0,0,1,1,0,0, besok kalau prabowo nyapres lagi kalau masih teriakteriak nkri harga mati jangan dipercaya ya
6609,1,1,1,0,0,0,0,0,1,1,0,0, ogah presuden kacung siapapun orgnya yg penting jg presiden kacung
6610,1,0,1,0,1,0,0,0,0,1,0,0,kalau begini bagaimana rakyat gak curiga bahwa rezim sekarang antiislam pak 
6611,0,0,0,0,0,0,0,0,0,0,0,0, katanya rakyat hidup susah di rezim jokowi kok bisa ke russia 
6612,1,1,1,0,0,0,0,0,1,1,0,0,berak lu
6613,0,1,0,0,0,0,0,0,0,0,0,0,ketika anda lihat setan jangan lah anda takut siapa tau setan itu sedang mencari sodaranya dan mungkin itu anda koplok ketik
6614,1,0,1,0,0,0,0,0,1,1,0,0, sih uda pasti memakai rohingya untuk serang 
6615,0,1,0,0,0,0,0,0,0,0,0,0, iya emg kaya gitu sihkadang umur segitu udah pada ngerokok dan orang tuanya itu b aja terus ya kalau ngomong kaya gitu kaya ngomong biasa aja gua kan juga sering ngomong anjing kntl gitu disini tp kalau lg marah gitu 
6616,1,1,1,0,0,0,0,0,1,1,0,0, hahahaha mampus bergalau ria
6617,1,0,1,0,0,0,0,0,1,1,0,0, apa dia berani bilang isu saracen digoreng tuk serang lawanlawan jokowi
6618,1,1,0,1,0,0,0,0,1,0,1,0,kampungan ya pendukung ahy https
6619,0,0,0,0,0,0,0,0,0,0,0,0, warga semarang prihatin kontroversi puisi gus mus
6620,0,1,0,0,0,0,0,0,0,0,0,0,model seksi sini ngentot di dm sama gua pref detail fr bule
6621,1,1,1,0,0,0,0,1,0,1,0,0,persetan dengan bocah kntl yg so kerad kecewa sekolah ganti nama so pemes lu tongbiar apa coba lu kerjaannya cuma pacarantidur sama jajan aja so so an bilang harga diri 
6622,1,0,0,1,0,0,0,0,1,0,0,1, layak di bubarkan mari kita buat referendum rakyat utk bubarkan dpr
6623,0,1,0,0,0,0,0,0,0,0,0,0, setan perusak diet
6624,0,0,0,0,0,0,0,0,0,0,0,0, kalo gak laporin sekalian brai fix klo satu gerbong 
6625,0,1,0,0,0,0,0,0,0,0,0,0, gausa diingetin dong kampret luh 
6626,1,0,0,1,0,1,0,0,0,0,1,0,terima keputusan presiden kalau pki muncul gebuk
6627,0,0,0,0,0,0,0,0,0,0,0,0,minggu peama digitasi kedua rektifikasi updating pbb layouting pbb sekali kp disini belajar mapinfo globalmapper arcgis sama autocad dimana saya cacat di apps tersebut
6628,0,0,0,0,0,0,0,0,0,0,0,0, haduh gimana mata gue yang sipit banget padahal im not a chinese myself haduh sabar ya adekku
6629,0,0,0,0,0,0,0,0,0,0,0,0,terima kasih pak gubernur atas pujiannya
6630,0,0,0,0,0,0,0,0,0,0,0,0, islam pake huruf gede semua wow kami tidak buta mata tidak buta hati dan tidak hilang nurani boleh memilih semaumu aku pun boleh memilih semauku kecuali kau tidak mengei makna keadilan
6631,1,1,0,1,0,0,0,1,0,0,1,0,indonesia palsu tanah pelacuran
6632,0,0,0,0,0,0,0,0,0,0,0,0, emang menurut kamu team gak pake usaha di produce semua orang mulai dari sampe akhirnya bisa ke titik teinggi disana team emang bisa perform lancar tanpa cacat tp diliat darimanapun team lebih bagus dan pantes buat men
6633,1,1,1,0,1,1,0,0,0,1,0,0,presiden jongosslalu nunggu aba tuan cina nyaapalagi yg dibantai muslim bukan cina kafir
6634,1,1,0,1,0,0,0,0,1,0,1,0, para bani kampretzz otak micin byk beanya om bud knapa pemerintah mesti keluar duit untuk freepo kan dah mau habis kontraknya mungkin om bud bisa membantu
6635,1,0,1,0,1,0,0,0,0,1,0,0,nih gw lengkapin dengan videonya kitab suci itu adalah fiksi penista agama itu bernama 
6636,0,0,0,0,0,0,0,0,0,0,0,0,dan gus dur bersikap sebagai seorang pemimpin muslim yang ramah idealis namun mencintai perbedaan pluralisme keren
6637,0,0,0,0,0,0,0,0,0,0,0,0,mantap 
6638,1,0,1,0,1,1,0,0,0,1,0,0,semua salah jokowi hanya di rezim jahat diktator otoriter komunis kafir zalim inilah membuat opm sampai mulai 
6639,1,1,1,0,0,0,0,0,1,1,0,0,name
6640,0,0,0,0,0,0,0,0,0,0,0,0,komunis keren
6641,0,0,0,0,0,0,0,0,0,0,0,0, untung presidennya bapak jokowi mungkin kalau bukan beliau pasti nih bandara sudah mangkrak di tengah jalan terimakasih bapak presiden salam priode
6642,0,0,0,0,0,0,0,0,0,0,0,0,kanit binmas ipda mt hutasoit melaks sambang dan menyampaikan pesan kamtibmas ttg pilgub dan pilkada kpd karyawan bri ranting muara damenra sihite dkk di desa hutanagodang kec muara kab tap utara
6643,0,0,0,0,0,0,0,0,0,0,0,0,meski banyak isu yg menerpa sepei feminisme rasialisme dan bahkan lgbt kaya di film mulan frozen dan remake live action beauty and the beast tetep salah satu kekuatan film animasi disney pd lagunya yg bisa bikin penonton ikut sing along menyenan
6644,1,0,0,1,0,0,0,0,1,0,0,1, syarwan hamid marah besar sy menilai presiden amp jajarannya berpotensi jd pengkhianat bangsa terkutuklah kalian jk kelak trjd petaka pd negri ini 
6645,1,1,1,0,0,1,0,0,0,1,0,0, rezim plonga plongo kacung chinauda plonga plongo dungu lgi hahahah
6646,0,0,0,0,0,0,0,0,0,0,0,0,bom diiah
6647,0,0,0,0,0,0,0,0,0,0,0,0, yaudah nanti kita jalan berdua sipit tinggalin aja
6648,0,0,0,0,0,0,0,0,0,0,0,0,gubernur yang membuat bangga bangsa indonesia
6649,0,0,0,0,0,0,0,0,0,0,0,0,i added a video to a playlist
6650,0,1,0,0,0,0,0,0,0,0,0,0,bangkai s ini tuh kayak abis putus trs terngiang dulu tuh yg mandiin kucing dia eeeeeee bae
6651,0,1,0,0,0,0,0,0,0,0,0,0, hahaha bikin yg nonton pada ikutan sarap kyak dadan klo udah main gitar
6652,1,0,1,0,1,0,0,0,0,1,0,0,jokowi anti islam akn diusung lawanlawan politik buzzer dari rezim
6653,0,0,0,0,0,0,0,0,0,0,0,0, barometernya sudah terang di pilkada dki petahana n pada akhirnya tumbang di kotak pemilih dan hasilnya dapat gubernur yang akan membawa rahmat bagi semua 
6654,0,0,0,0,0,0,0,0,0,0,0,0,semakin lama semakin terdedah dan aku
6655,1,0,1,0,0,0,0,0,1,1,0,0, lagi pada ngeles om anies sandi
6656,1,1,0,1,1,0,0,0,0,0,0,1,allah swt tak paham toleransi hrs dibuang ingin belajar toleransi keindonesiaan gabung sabangmerauke 
6657,0,0,0,0,0,0,0,0,0,0,0,0,jangan sedih kalo pas makan siang liat sendok aja ada pasangannya garpu taplak gak ada pasangannya kok sama dia aja
6658,1,0,0,1,1,0,0,0,0,0,1,0, boleh banget rezim ini memang antiislam dan antiulama ini buktinya 
6659,1,1,1,0,0,0,0,0,1,1,0,0, cupu loe bawa squad
6660,1,0,0,1,0,1,0,0,0,0,0,1,setuju usir aja keturunan arab india cina termasuk ente zul 
6661,1,0,1,0,0,0,0,0,1,1,0,0,jadi sebenarnya dokumen hasil tpf munir itu tidak hilang yg hilang adalah nyali politik jokowi kenapa apa krn kasus ini tjd di era mega
6662,0,1,0,0,0,0,0,0,0,0,0,0, ayas kunyuk
6663,0,0,0,0,0,0,0,0,0,0,0,0,bawaslu menyatakan pkpi lolos memenuhi syarat mengikuti pilkada liputansctv
6664,0,0,0,0,0,0,0,0,0,0,0,0, presiden yakin indonesia akan menjadi negara yang semakin besar kokoh dan kuat apabila ulama dan umaranya selalu beriringan sea menjaga tali silaturahmi jokowiajakulamasejukkanpilkada
6665,0,0,0,0,0,0,0,0,0,0,0,0, aku nggak dicepetin lho akhirnya jijik sendiri woi iyaa ikutan tahan napas aku pas kejar kejaran
6666,0,0,0,0,0,0,0,0,0,0,0,0, esdegan negaranya ada kedubes israel dan menjalin hub diplomatik jokowi gak menjalin hub diplomat antek yahudi
6667,0,0,0,0,0,0,0,0,0,0,0,0, salut atas keikhlasan bersedekah menghabiskan dana milyaran utk
6668,0,0,0,0,0,0,0,0,0,0,0,0,kunjungan anies ke turki tuai pujian ribuan warganet katanya ini gubernur apa presiden selengkapnya 
6669,1,1,1,0,0,0,0,0,1,1,0,0, kaya lu terkutuk
6670,1,1,1,0,0,0,1,0,0,1,0,0, anda hebat bs mengukur kadar keimanan seseorang tp kadarmu tak kau lihat apakah anda tergolong orang yg dah picek mata hatinya
6671,0,0,0,0,0,0,0,0,0,0,0,0, orang gila tanpa gangguan mental adalah orang yang paling logis
6672,1,1,1,0,0,0,0,0,1,1,0,0, biasa si somad sebenernya pingin ngopi di strabucktp ngk bisamad somad yo ngopi yuuuktrus entr gw tamparin cocot lu biar tambah monyong
6673,0,0,0,0,0,0,0,0,0,0,0,0, yg mau ganti presiden calon ngga
6675,1,0,1,0,0,0,0,0,1,1,0,0,dari tahun lalu teriakteriak jokowi diktator tapi sampe sekarang yang teriak kayak gitu tetep bisa hidup nyaman ironis menurut gue
6676,0,1,0,0,0,0,0,0,0,0,0,0,sinting sih bukan cuma pesepakbola tapi juga jualan bahan kimia 
6677,0,0,0,0,0,0,0,0,0,0,0,0,soal ujian sekolah sd pendidikan agama islam pai
6678,0,1,0,0,0,0,0,0,0,0,0,0, anjirr di fuck sama kontol kuda 
6679,0,0,0,0,0,0,0,0,0,0,0,0,islam nusantara hanya sbgai taming komunis dan syiah liberal untuk mrnghancurkan islam di indonesia
6680,1,0,0,1,0,1,0,0,0,0,1,0, pks jg antek komunis tuh
6681,0,0,0,0,0,0,0,0,0,0,0,0, patung tugu rato nago besanding lokasi di disimpang tiga kampung kagungan ratu kecamatan tulang bawang udik lampung tebakgambarimooredoo 
6682,0,0,0,0,0,0,0,0,0,0,0,0,angkat tangan jgn bergerak ciyus cumpah miapa lucu
6683,0,0,0,0,0,0,0,0,0,0,0,0, apa yg dilakukan o rezim pemerintah sekarang mmg perlu mendapat apresiasi di sisi lain ada beberapa pekerjaan rumah yang perlu di selesaikan semoga di periode ke bisa di tingkatkan pak dhe harus berani u membenahi pr
6684,0,0,0,0,0,0,0,0,0,0,0,0, saya mengajak agar para ulama mendinginkan situasi menyejukkan situasi ungkap presiden jokowi 
6685,0,0,0,0,0,0,0,0,0,0,0,0,saya bkn ahli ekonomi tapi pernah denger kalo cetak banyak uang malah membuat inflasi dan rupiah harga cetaknya sesuai nominalnya kok bisa admin berstatement spei itu mohon koreksi kalau salah
6686,0,0,0,0,0,0,0,0,0,0,0,0, ngakakngatain diri sendiri noob eh btw lu out dari ena bang
6687,0,0,0,0,0,0,0,0,0,0,0,0,kali ini saya angkat jempol sama bukan pada soal isi pernyataannya melainkan pada tindakannya yang bisa jadi aksi test the water dengan begini ketahuan mana pembela agama sejati dan mana yang abalabal yang mendukung pernyataan 
6688,1,1,1,0,0,0,1,0,0,1,0,0,mau marah tp kok kasian sm yg udh kerja keras tnpa bacot tp kalo didiemin yg kerja keras banyak bacot mlh tmbh bau mulutnya
